Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
159123.0,2.08314109525088,-2.102480516052,0.194256469781007,-1.33539570292176,-2.17492971809262,0.602082747292637,-2.22753741427326,0.425887137535466,-0.0816331127018041,1.49694212507425,-0.088818237946353,-0.577997364095562,-1.16934213727607,-0.874676981395281,-1.67923238262529,-0.321066576753909,0.585987360842312,0.750024032737334,0.326641261056664,-0.427180764673259,-0.164487481002328,0.0549839645848142,0.32311694665038,0.715508694164622,-0.538405685260719,-0.243791242859613,0.0604456788792353,-0.029769357084633,54.0,0
47545.0,1.17671575912859,0.557090903443645,-0.490799622910899,0.756424293386678,0.2491915585394,-0.781870546568533,0.228750322026116,-0.0408400791377636,-0.432110564245139,-0.585778431385528,2.28193937592012,0.654566719272309,-0.310379432324912,-1.04370522504569,0.513750399321109,0.399177755263914,1.14313007770305,0.256013886486252,-0.511210088142662,-0.10277180482264,-0.0621660000083396,-0.128168129786567,-0.0401759895545737,0.110040347467026,0.437891432381746,0.368808854483266,-0.0182873480981415,0.0311734033163997,0.76,1
41475.0,1.32282071440644,-0.425143983658915,0.445934852088697,-0.119864251417156,-1.04009401212328,-0.888763364222784,-0.394946696133536,-0.249997744423683,-0.934261938418136,0.727656147357249,-0.511023081090493,0.121780751408211,0.899970675933779,-0.0496950481789704,0.83021004315969,-1.28795441778951,-0.161616807884391,1.15797893290384,-1.04757647623333,-0.41065899950415,-0.208760733184943,-0.106101610646574,-0.0665577171116412,0.436247683698609,0.427763068941221,0.65360592861922,-0.0161750210062268,0.0202701445634985,32.7,0
148608.0,-4.43858266940304,3.46118467292343,-0.797427881089563,-0.676743159215399,-1.69308504418643,3.578939903161,-3.68821746036577,-8.94849997269411,1.22606561618544,-0.456326240401503,-1.04099048116946,0.915784867040156,-1.01916239646575,0.92460942897,0.986596773249973,-0.674512289158749,1.66317941867548,-0.606666827786333,-1.19795089978364,-2.79981022887626,10.3626491139759,-1.90803574197862,1.36914021672736,-1.18664527277478,-0.253479963098623,0.0596051054554554,0.47581413661658,0.0370657091052632,134.09,0
48533.0,1.24384844934819,0.524525772902587,-0.538883626044331,1.20919597418592,0.479537596763788,-0.19742873374782,0.0491662598481355,0.0377916321310988,0.128118590882765,-0.552902906422504,-0.668358831257417,-0.818803693746743,-0.883832091051869,-0.994580854433906,1.50684875024006,0.62400331534091,0.705794271683871,0.524181774270524,-0.73174984602915,-0.171540654731681,-0.0516598862539047,-0.0840894090242923,-0.192846388954053,-0.917391985542652,0.681952813037122,-0.194418574345634,0.0459171449577401,0.0401359980627264,1.0,1
26799.0,1.25894664457005,0.410937370823044,0.320263648225092,0.684287929797412,-0.302059027503877,-1.05287255709391,0.13580981492195,-0.24542376489117,-0.0793858989173879,-0.304038077373382,0.0556257063162994,0.627807538939654,0.968715789055972,-0.435700810487123,1.01281452372819,0.445166386666093,-0.0496485787995375,-0.38866231991652,-0.201110477102158,-0.0348652779673752,-0.279969285206556,-0.769664366115027,0.120573031535066,0.360084112384874,0.242247417116397,0.0923558844871804,-0.018059844714996,0.0322061107674676,0.89,0
9064.0,-3.49910753739178,0.258555160773118,-4.48955807274398,4.85389435139681,-6.97452154477167,3.62838209065084,5.43127092073166,-1.94673371078472,-0.775680092900109,-1.9877731876087,4.69039566550924,-6.9980424321007,1.45401198637847,-3.73802333366749,0.31774206255503,-2.01354268083989,-5.1361351026702,-1.18382211654359,1.66339401354543,-3.04262575715977,-1.05236825623151,0.204816873569406,-2.11900744010783,0.170278608305444,-0.393844118118335,0.296367194488607,1.98591321801306,-0.900451638402827,1809.68,1
42612.0,1.08857532502878,0.213919681806142,0.886303386504447,2.28519488379508,-0.23341900139125,0.647969431282851,-0.508839207991544,0.382786195413091,-0.470127415645691,0.839073183219773,0.7714934908902,-0.25238735295958,-1.39733925343337,0.56869274879929,0.50180242617405,1.00321846891424,-0.767368465004804,0.434995986705458,-1.15684450048238,-0.231072943239947,0.185084053137292,0.438907233474123,-0.0684597540123095,-0.336107432092451,0.324840274432388,0.133769754234421,0.0143564475817332,0.0108114429077398,10.65,0
74159.0,-1.54878809850026,1.80869795041448,-0.953509033832342,2.21308539346999,-2.01572779170327,-0.913456844516923,-2.35601298316433,1.19716896702387,-1.67837405659509,-3.53865023182429,3.1020899271543,-3.99337305447702,-1.93741062327519,-3.82289410599595,0.830970110708369,-2.47535885382925,-5.21187516766885,-0.413871678166879,0.933262164554872,0.390785963777347,0.855138263312025,0.77474482148342,0.0590371520063436,0.343199807900813,-0.468937928609185,-0.278337986906642,0.625922215184372,0.395573378256676,76.94,1
93823.0,-3.82193880087939,5.66724730913206,-9.24496345774236,8.24614693395311,-4.36828608664298,-3.45073451820581,-8.42737802930292,2.30560850484611,-5.33807918394682,-12.0111608836062,8.62125508140256,-18.6837146333443,-0.962073428413392,-15.2976561861343,-2.41413212341002,-12.105602245184,-21.3381950868483,-8.04543571561822,0.15601503277122,1.11524688892983,1.99051970513882,0.0833533215963405,-0.0622635530228708,0.390187802079359,0.329883884451897,0.0980170825531413,1.86957016296191,1.00084956292018,75.86,1
